Month,Numerator,Population,Jurisdiction,Estimate,Age_group_label,Legend,Child_or_adult
JUL,1,5293195,Illinois,1.8892e-07,18-49 years,"2023-24, Illinois: 18-49 years",Adult
JUL,1,7380696.5,Arizona,1.3549e-07,Overall,"2023-24, Arizona: Overall",All
JUL,2,36853,South Dakota,0.0001,2-4 years,"2023-24, South Dakota: 2-4 years",Child
JUL,2,155373,Oklahoma,0,2-4 years,"2023-24, Oklahoma: 2-4 years",Child
JUL,2,188755.5,Georgia,0,6-23 months,"2023-24, Georgia: 6-23 months",Child
JUL,2,222285,Connecticut,8.9975e-06,13-17 years,"2023-24, Connecticut: 13-17 years",Child
JUL,2,286150,Kentucky,6.9893e-06,13-17 years,"2023-24, Kentucky: 13-17 years",Child
JUL,2,301827,Louisiana,6.6263e-06,13-17 years,"2023-24, Louisiana: 13-17 years",Child
JUL,2,433368,Tennessee,4.615e-06,13-17 years,"2023-24, Tennessee: 13-17 years",Child
JUL,2,460572,Washington,4.3424e-06,13-17 years,"2023-24, Washington: 13-17 years",Child
JUL,2,461203,New Mexico,4.3365e-06,6 months to 17 years,"2023-24, New Mexico: 6 months to 17 years",Child
JUL,2,876387,Colorado,2.2821e-06,65+ years,"2023-24, Colorado: 65+ years",Adult
JUL,2,1335604.5,Missouri,1.4974e-06,6 months to 17 years,"2023-24, Missouri: 6 months to 17 years",Child
JUL,2,1414649,California,1.4138e-06,2-4 years,"2023-24, California: 2-4 years",Child
JUL,2,1526214,Indiana,1.3104e-06,6 months to 17 years,"2023-24, Indiana: 6 months to 17 years",Child
JUL,2,1814542,North Carolina,1.1022e-06,65+ years,"2023-24, North Carolina: 65+ years",Adult
JUL,2,1991746,California,1.0041e-06,9-12 years,"2023-24, California: 9-12 years",Child
JUL,2,2095031,New Mexico,9.5464e-07,Overall,"2023-24, New Mexico: Overall",All
JUL,2,2273653,Mississippi,8.7964e-07,18+ years,"2023-24, Mississippi: 18+ years",Adult
JUL,2,2437453.5,Georgia,8.2053e-07,6 months to 17 years,"2023-24, Georgia: 6 months to 17 years",Child
JUL,2,2949076.5,Mississippi,6.7818e-07,Overall,"2023-24, Mississippi: Overall",All
JUL,2,3120407,Nevada,6.4094e-07,Overall,"2023-24, Nevada: Overall",All
JUL,2,3226163.5,Utah,6.1993e-07,Overall,"2023-24, Utah: Overall",All
JUL,2,4557684,Colorado,4.3882e-07,18+ years,"2023-24, Colorado: 18+ years",Adult
JUL,2,4780119,Missouri,4.184e-07,18+ years,"2023-24, Missouri: 18+ years",Adult
JUL,2,5976166,California,3.3466e-07,65+ years,"2023-24, California: 65+ years",Adult
JUL,2,9809562,Illinois,2.0388e-07,18+ years,"2023-24, Illinois: 18+ years",Adult
JUL,2,10647521,Georgia,1.8784e-07,Overall,"2023-24, Georgia: Overall",All
JUL,2,17380305,California,1.1507e-07,18-49 years,"2023-24, California: 18-49 years",Adult
JUL,3,212574,South Dakota,0,6 months to 17 years,"2023-24, South Dakota: 6 months to 17 years",Child
JUL,3,365488,New York (excluding New York City),8.2082e-06,2-4 years,"2023-24, New York (excluding New York City): 2-4 years",Child
JUL,3,536306,Arkansas,5.5938e-06,65+ years,"2023-24, Arkansas: 65+ years",Adult
JUL,3,607964,Illinois,4.9345e-06,5-8 years,"2023-24, Illinois: 5-8 years",Child
JUL,3,626171,Illinois,4.791e-06,9-12 years,"2023-24, Illinois: 9-12 years",Child
JUL,3,701836,Connecticut,4.2745e-06,6 months to 17 years,"2023-24, Connecticut: 6 months to 17 years",Child
JUL,3,770835,Kentucky,3.8919e-06,65+ years,"2023-24, Kentucky: 65+ years",Adult
JUL,3,886812,South Dakota,3.3829e-06,Overall,"2023-24, South Dakota: Overall",All
JUL,3,929182.5,Oklahoma,3.2286e-06,6 months to 17 years,"2023-24, Oklahoma: 6 months to 17 years",Child
JUL,3,975661.5,Kentucky,3.0748e-06,6 months to 17 years,"2023-24, Kentucky: 6 months to 17 years",Child
JUL,3,1247874,Washington,2.4041e-06,65+ years,"2023-24, Washington: 65+ years",Adult
JUL,3,3364376,Washington,8.917e-07,18-49 years,"2023-24, Washington: 18-49 years",Adult
JUL,3,3475334,Kentucky,8.6323e-07,18+ years,"2023-24, Kentucky: 18+ years",Adult
JUL,3,3539890,Connecticut,8.4748e-07,Overall,"2023-24, Connecticut: Overall",All
JUL,3,5776181,Colorado,5.1937e-07,Overall,"2023-24, Colorado: Overall",All
JUL,3,6714728,Indiana,4.4678e-07,Overall,"2023-24, Indiana: Overall",All
JUL,3,8294423,North Carolina,3.6169e-07,18+ years,"2023-24, North Carolina: 18+ years",Adult
JUL,3,10541669,North Carolina,2.8458e-07,Overall,"2023-24, North Carolina: Overall",All
JUL,4,130262.5,Washington,0,6-23 months,"2023-24, Washington: 6-23 months",Child
JUL,4,226967,Philadelphia,0,65+ years,"2023-24, Philadelphia: 65+ years",Adult
JUL,4,377461,Washington,0,5-8 years,"2023-24, Washington: 5-8 years",Child
JUL,4,1239735,Philadelphia,3.2265e-06,18+ years,"2023-24, Philadelphia: 18+ years",Adult
JUL,4,1568273.5,Philadelphia,2.5506e-06,Overall,"2023-24, Philadelphia: Overall",All
JUL,4,3956445.5,Oklahoma,1.011e-06,Overall,"2023-24, Oklahoma: Overall",All
JUL,4,6115723.5,Missouri,6.5405e-07,Overall,"2023-24, Missouri: Overall",All
JUL,4,30576844,California,1.3082e-07,18+ years,"2023-24, California: 18+ years",Adult
JUL,5,174496,New York (excluding New York City),0,6-23 months,"2023-24, New York (excluding New York City): 6-23 months",Child
JUL,5,377798,Washington,0,9-12 years,"2023-24, Washington: 9-12 years",Child
JUL,5,1052713,Louisiana,4.7496e-06,6 months to 17 years,"2023-24, Louisiana: 6 months to 17 years",Child
JUL,5,8567802,California,5.8358e-07,6 months to 17 years,"2023-24, California: 6 months to 17 years",Child
JUL,6,2220720,Pennsylvania (excluding Philadelphia County),2.7018e-06,65+ years,"2023-24, Pennsylvania (excluding Philadelphia County): 65+ years",Adult
JUL,6,4450995.5,Kentucky,1.348e-06,Overall,"2023-24, Kentucky: Overall",All
JUL,6,4616751,Louisiana,1.2996e-06,Overall,"2023-24, Louisiana: Overall",All
JUL,6,6027818,Washington,9.9539e-07,18+ years,"2023-24, Washington: 18+ years",Adult
JUL,7,1229950,Arkansas,5.6913e-06,18-49 years,"2023-24, Arkansas: 18-49 years",Adult
JUL,7,2707942,Illinois,2.585e-06,6 months to 17 years,"2023-24, Illinois: 6 months to 17 years",Child
JUL,7,8922762,Pennsylvania (excluding Philadelphia County),7.8451e-07,18+ years,"2023-24, Pennsylvania (excluding Philadelphia County): 18+ years",Adult
JUL,7,11148453,Pennsylvania (excluding Philadelphia County),6.2789e-07,Overall,"2023-24, Pennsylvania (excluding Philadelphia County): Overall",All
JUL,8,2237082,New York (excluding New York City),3.5761e-06,6 months to 17 years,"2023-24, New York (excluding New York City): 6 months to 17 years",Child
JUL,8,11026194,New York (excluding New York City),7.2555e-07,Overall,"2023-24, New York (excluding New York City): Overall",All
JUL,9,12517504,Illinois,7.1899e-07,Overall,"2023-24, Illinois: Overall",All
JUL,9,39144646,California,2.2992e-07,Overall,"2023-24, California: Overall",All
JUL,11,2330808,Arkansas,4.7194e-06,18+ years,"2023-24, Arkansas: 18+ years",Adult
JUL,12,3012504.5,Arkansas,3.9834e-06,Overall,"2023-24, Arkansas: Overall",All
JUL,15,1622553.5,Washington,9.2447e-06,6 months to 17 years,"2023-24, Washington: 6 months to 17 years",Child
JUL,21,7650371.5,Washington,2.745e-06,Overall,"2023-24, Washington: Overall",All
JUL,67,70468,Idaho,0.001,2-4 years,"2023-24, Idaho: 2-4 years",Child
JUL,75,99629,Idaho,0.0008,5-8 years,"2023-24, Idaho: 5-8 years",Child
JUL,95,32606.5,Idaho,0.0029,6-23 months,"2023-24, Idaho: 6-23 months",Child
JUL,103,104275,Idaho,0.001,9-12 years,"2023-24, Idaho: 9-12 years",Child
JUL,104,133291,Idaho,0.0008,13-17 years,"2023-24, Idaho: 13-17 years",Child
JUL,327,423451,New Jersey,0.0008,5-8 years,"2023-24, New Jersey: 5-8 years",Child
JUL,334,322101,Idaho,0.001,50-64 years,"2023-24, Idaho: 50-64 years",Adult
JUL,358,434609,New Jersey,0.0008,9-12 years,"2023-24, New Jersey: 9-12 years",Child
JUL,375,313043,New Jersey,0.0012,2-4 years,"2023-24, New Jersey: 2-4 years",Child
JUL,444,440269.5,Idaho,0.001,6 months to 17 years,"2023-24, Idaho: 6 months to 17 years",Child
JUL,456,192782,Oregon,0.0024,5-8 years,"2023-24, Oregon: 5-8 years",Child
JUL,491,198245,Oregon,0.0025,9-12 years,"2023-24, Oregon: 9-12 years",Child
JUL,502,151155,New Jersey,0.0033,6-23 months,"2023-24, New Jersey: 6-23 months",Child
JUL,576,218503,Maryland,0.0026,2-4 years,"2023-24, Maryland: 2-4 years",Child
JUL,584,747775,Idaho,0.0008,18-49 years,"2023-24, Idaho: 18-49 years",Adult
JUL,600,301025,Maryland,0.002,9-12 years,"2023-24, Maryland: 9-12 years",Child
JUL,602,136613,Oregon,0.0044,2-4 years,"2023-24, Oregon: 2-4 years",Child
JUL,611,562524,New Jersey,0.0011,13-17 years,"2023-24, New Jersey: 13-17 years",Child
JUL,649,248705,Oregon,0.0026,13-17 years,"2023-24, Oregon: 13-17 years",Child
JUL,664,295984,Maryland,0.0022,5-8 years,"2023-24, Maryland: 5-8 years",Child
JUL,796,378031,Maryland,0.0021,13-17 years,"2023-24, Maryland: 13-17 years",Child
JUL,899,63424,Oregon,0.0142,6-23 months,"2023-24, Oregon: 6-23 months",Child
JUL,969,105584.5,Maryland,0.0092,6-23 months,"2023-24, Maryland: 6-23 months",Child
JUL,1762,305994,Idaho,0.0058,65+ years,"2023-24, Idaho: 65+ years",Adult
JUL,1899,784957,Oregon,0.0024,50-64 years,"2023-24, Oregon: 50-64 years",Adult
JUL,2088,1829219,New Jersey,0.0011,50-64 years,"2023-24, New Jersey: 50-64 years",Adult
JUL,2173,1884782,New Jersey,0.0012,6 months to 17 years,"2023-24, New Jersey: 6 months to 17 years",Child
JUL,2173,6947836,New Jersey,0.0003,18+ years,"2023-24, New Jersey: 18+ years",Adult
JUL,2295,570423.5,Texas,0.004,6-23 months,"2023-24, Texas: 6-23 months",Child
JUL,2409,1222456,Maryland,0.002,50-64 years,"2023-24, Maryland: 50-64 years",Adult
JUL,2680,1375870,Idaho,0.0019,18+ years,"2023-24, Idaho: 18+ years",Adult
JUL,3097,839769,Oregon,0.0037,6 months to 17 years,"2023-24, Oregon: 6 months to 17 years",Child
JUL,3124,1816139.5,Idaho,0.0017,Overall,"2023-24, Idaho: Overall",All
JUL,3487,1806245,Oregon,0.0019,18-49 years,"2023-24, Oregon: 18-49 years",Adult
JUL,3605,1299127.5,Maryland,0.0028,6 months to 17 years,"2023-24, Maryland: 6 months to 17 years",Child
JUL,3614,2512075,Maryland,0.0014,18-49 years,"2023-24, Maryland: 18-49 years",Adult
JUL,3867,1687066,Texas,0.0023,9-12 years,"2023-24, Texas: 9-12 years",Child
JUL,3876,1209974,Texas,0.0032,2-4 years,"2023-24, Texas: 2-4 years",Child
JUL,4289,5025173,Texas,0.0009,50-64 years,"2023-24, Texas: 50-64 years",Adult
JUL,4360,3608589,New Jersey,0.0012,18-49 years,"2023-24, New Jersey: 18-49 years",Adult
JUL,4602,2110766,Texas,0.0022,13-17 years,"2023-24, Texas: 13-17 years",Child
JUL,4774,1668393,Texas,0.0029,5-8 years,"2023-24, Texas: 5-8 years",Child
JUL,8238,3873683,Texas,0.0021,65+ years,"2023-24, Texas: 65+ years",Adult
JUL,8621,1510028,New Jersey,0.0057,65+ years,"2023-24, New Jersey: 65+ years",Adult
JUL,9653,789527,Oregon,0.0122,65+ years,"2023-24, Oregon: 65+ years",Adult
JUL,10450,987352,Maryland,0.0106,65+ years,"2023-24, Maryland: 65+ years",Adult
JUL,15039,3380729,Oregon,0.0044,18+ years,"2023-24, Oregon: 18+ years",Adult
JUL,16473,4721883,Maryland,0.0035,18+ years,"2023-24, Maryland: 18+ years",Adult
JUL,18136,4220498,Oregon,0.0043,Overall,"2023-24, Oregon: Overall",All
JUL,19414,7246622.5,Texas,0.0027,6 months to 17 years,"2023-24, Texas: 6 months to 17 years",Child
JUL,20078,6021010.5,Maryland,0.0033,Overall,"2023-24, Maryland: Overall",All
JUL,24796,13026771,Texas,0.0019,18-49 years,"2023-24, Texas: 18-49 years",Adult
JUL,37323,29172250,Texas,0.0013,Overall,"2023-24, Texas: Overall",All
JUL,56737,21925627,Texas,0.0026,18+ years,"2023-24, Texas: 18+ years",Adult
MAR,,,Chicago,,13-17 years,"2023-24, Chicago: 13-17 years",Child
MAR,,,Chicago,,18+ years,"2023-24, Chicago: 18+ years",Adult
MAR,,,Chicago,,18-49 years,"2023-24, Chicago: 18-49 years",Adult
MAR,,,Chicago,,2-4 years,"2023-24, Chicago: 2-4 years",Child
MAR,,,Chicago,,5-8 years,"2023-24, Chicago: 5-8 years",Child
MAR,,,Chicago,,50-64 years,"2023-24, Chicago: 50-64 years",Adult
MAR,,,Chicago,,6 months to 17 years,"2023-24, Chicago: 6 months to 17 years",Child
MAR,,,Chicago,,6-23 months,"2023-24, Chicago: 6-23 months",Child
MAR,,,Chicago,,65+ years,"2023-24, Chicago: 65+ years",Adult
MAR,,,Chicago,,9-12 years,"2023-24, Chicago: 9-12 years",Child
MAR,,,Chicago,,Overall,"2023-24, Chicago: Overall",All
MAR,,,Colorado,,13-17 years,"2023-24, Colorado: 13-17 years",Child
MAR,,,Colorado,,18+ years,"2023-24, Colorado: 18+ years",Adult
MAR,,,Colorado,,18-49 years,"2023-24, Colorado: 18-49 years",Adult
MAR,,,Colorado,,2-4 years,"2023-24, Colorado: 2-4 years",Child
MAR,,,Colorado,,5-8 years,"2023-24, Colorado: 5-8 years",Child
MAR,,,Colorado,,50-64 years,"2023-24, Colorado: 50-64 years",Adult
MAR,,,Colorado,,6 months to 17 years,"2023-24, Colorado: 6 months to 17 years",Child
MAR,,,Colorado,,6-23 months,"2023-24, Colorado: 6-23 months",Child
MAR,,,Colorado,,65+ years,"2023-24, Colorado: 65+ years",Adult
MAR,,,Colorado,,9-12 years,"2023-24, Colorado: 9-12 years",Child
MAR,,,Colorado,,Overall,"2023-24, Colorado: Overall",All
MAR,,,Houston,,13-17 years,"2023-24, Houston: 13-17 years",Child
MAR,,,Houston,,18+ years,"2023-24, Houston: 18+ years",Adult
MAR,,,Houston,,18-49 years,"2023-24, Houston: 18-49 years",Adult
MAR,,,Houston,,2-4 years,"2023-24, Houston: 2-4 years",Child
MAR,,,Houston,,5-8 years,"2023-24, Houston: 5-8 years",Child
MAR,,,Houston,,50-64 years,"2023-24, Houston: 50-64 years",Adult
MAR,,,Houston,,6 months to 17 years,"2023-24, Houston: 6 months to 17 years",Child
MAR,,,Houston,,6-23 months,"2023-24, Houston: 6-23 months",Child
MAR,,,Houston,,65+ years,"2023-24, Houston: 65+ years",Adult
MAR,,,Houston,,9-12 years,"2023-24, Houston: 9-12 years",Child
MAR,,,Houston,,Overall,"2023-24, Houston: Overall",All
MAR,,,Kansas,,13-17 years,"2023-24, Kansas: 13-17 years",Child
MAR,,,Kansas,,18+ years,"2023-24, Kansas: 18+ years",Adult
MAR,,,Kansas,,18-49 years,"2023-24, Kansas: 18-49 years",Adult
MAR,,,Kansas,,2-4 years,"2023-24, Kansas: 2-4 years",Child
MAR,,,Kansas,,5-8 years,"2023-24, Kansas: 5-8 years",Child
MAR,,,Kansas,,50-64 years,"2023-24, Kansas: 50-64 years",Adult
MAR,,,Kansas,,6 months to 17 years,"2023-24, Kansas: 6 months to 17 years",Child
MAR,,,Kansas,,6-23 months,"2023-24, Kansas: 6-23 months",Child
MAR,,,Kansas,,65+ years,"2023-24, Kansas: 65+ years",Adult
MAR,,,Kansas,,9-12 years,"2023-24, Kansas: 9-12 years",Child
MAR,,,Kansas,,Overall,"2023-24, Kansas: Overall",All
MAR,,,Massachusetts,,13-17 years,"2023-24, Massachusetts: 13-17 years",Child
MAR,,,Massachusetts,,18+ years,"2023-24, Massachusetts: 18+ years",Adult
MAR,,,Massachusetts,,18-49 years,"2023-24, Massachusetts: 18-49 years",Adult
MAR,,,Massachusetts,,2-4 years,"2023-24, Massachusetts: 2-4 years",Child
MAR,,,Massachusetts,,5-8 years,"2023-24, Massachusetts: 5-8 years",Child
MAR,,,Massachusetts,,50-64 years,"2023-24, Massachusetts: 50-64 years",Adult
MAR,,,Massachusetts,,6 months to 17 years,"2023-24, Massachusetts: 6 months to 17 years",Child
MAR,,,Massachusetts,,6-23 months,"2023-24, Massachusetts: 6-23 months",Child
MAR,,,Massachusetts,,65+ years,"2023-24, Massachusetts: 65+ years",Adult
MAR,,,Massachusetts,,9-12 years,"2023-24, Massachusetts: 9-12 years",Child
MAR,,,Massachusetts,,Overall,"2023-24, Massachusetts: Overall",All
MAR,,,Nebraska,,13-17 years,"2023-24, Nebraska: 13-17 years",Child
MAR,,,Nebraska,,18+ years,"2023-24, Nebraska: 18+ years",Adult
MAR,,,Nebraska,,18-49 years,"2023-24, Nebraska: 18-49 years",Adult
MAR,,,Nebraska,,2-4 years,"2023-24, Nebraska: 2-4 years",Child
MAR,,,Nebraska,,5-8 years,"2023-24, Nebraska: 5-8 years",Child
MAR,,,Nebraska,,50-64 years,"2023-24, Nebraska: 50-64 years",Adult
MAR,,,Nebraska,,6 months to 17 years,"2023-24, Nebraska: 6 months to 17 years",Child
MAR,,,Nebraska,,6-23 months,"2023-24, Nebraska: 6-23 months",Child
MAR,,,Nebraska,,65+ years,"2023-24, Nebraska: 65+ years",Adult
MAR,,,Nebraska,,9-12 years,"2023-24, Nebraska: 9-12 years",Child
MAR,,,Nebraska,,Overall,"2023-24, Nebraska: Overall",All
MAR,,,New Hampshire,,13-17 years,"2023-24, New Hampshire: 13-17 years",Child
MAR,,,New Hampshire,,18+ years,"2023-24, New Hampshire: 18+ years",Adult
MAR,,,New Hampshire,,18-49 years,"2023-24, New Hampshire: 18-49 years",Adult
MAR,,,New Hampshire,,2-4 years,"2023-24, New Hampshire: 2-4 years",Child
MAR,,,New Hampshire,,5-8 years,"2023-24, New Hampshire: 5-8 years",Child
MAR,,,New Hampshire,,50-64 years,"2023-24, New Hampshire: 50-64 years",Adult
MAR,,,New Hampshire,,6 months to 17 years,"2023-24, New Hampshire: 6 months to 17 years",Child
MAR,,,New Hampshire,,6-23 months,"2023-24, New Hampshire: 6-23 months",Child
MAR,,,New Hampshire,,65+ years,"2023-24, New Hampshire: 65+ years",Adult
MAR,,,New Hampshire,,9-12 years,"2023-24, New Hampshire: 9-12 years",Child
MAR,,,New Hampshire,,Overall,"2023-24, New Hampshire: Overall",All
MAR,,,North Carolina,,13-17 years,"2023-24, North Carolina: 13-17 years",Child
MAR,,,North Carolina,,18+ years,"2023-24, North Carolina: 18+ years",Adult
MAR,,,North Carolina,,18-49 years,"2023-24, North Carolina: 18-49 years",Adult
MAR,,,North Carolina,,2-4 years,"2023-24, North Carolina: 2-4 years",Child
MAR,,,North Carolina,,5-8 years,"2023-24, North Carolina: 5-8 years",Child
MAR,,,North Carolina,,50-64 years,"2023-24, North Carolina: 50-64 years",Adult
MAR,,,North Carolina,,6 months to 17 years,"2023-24, North Carolina: 6 months to 17 years",Child
MAR,,,North Carolina,,6-23 months,"2023-24, North Carolina: 6-23 months",Child
MAR,,,North Carolina,,65+ years,"2023-24, North Carolina: 65+ years",Adult
MAR,,,North Carolina,,9-12 years,"2023-24, North Carolina: 9-12 years",Child
MAR,,,North Carolina,,Overall,"2023-24, North Carolina: Overall",All
MAR,,,Rhode Island,,13-17 years,"2023-24, Rhode Island: 13-17 years",Child
MAR,,,Rhode Island,,18+ years,"2023-24, Rhode Island: 18+ years",Adult
MAR,,,Rhode Island,,18-49 years,"2023-24, Rhode Island: 18-49 years",Adult
MAR,,,Rhode Island,,2-4 years,"2023-24, Rhode Island: 2-4 years",Child
MAR,,,Rhode Island,,5-8 years,"2023-24, Rhode Island: 5-8 years",Child
MAR,,,Rhode Island,,50-64 years,"2023-24, Rhode Island: 50-64 years",Adult
MAR,,,Rhode Island,,6 months to 17 years,"2023-24, Rhode Island: 6 months to 17 years",Child
MAR,,,Rhode Island,,6-23 months,"2023-24, Rhode Island: 6-23 months",Child
MAR,,,Rhode Island,,65+ years,"2023-24, Rhode Island: 65+ years",Adult
MAR,,,Rhode Island,,9-12 years,"2023-24, Rhode Island: 9-12 years",Child
MAR,,,Rhode Island,,Overall,"2023-24, Rhode Island: Overall",All
MAR,,,South Carolina,,13-17 years,"2023-24, South Carolina: 13-17 years",Child
MAR,,,South Carolina,,18+ years,"2023-24, South Carolina: 18+ years",Adult
MAR,,,South Carolina,,18-49 years,"2023-24, South Carolina: 18-49 years",Adult
MAR,,,South Carolina,,2-4 years,"2023-24, South Carolina: 2-4 years",Child
MAR,,,South Carolina,,5-8 years,"2023-24, South Carolina: 5-8 years",Child
MAR,,,South Carolina,,50-64 years,"2023-24, South Carolina: 50-64 years",Adult
MAR,,,South Carolina,,6 months to 17 years,"2023-24, South Carolina: 6 months to 17 years",Child
MAR,,,South Carolina,,6-23 months,"2023-24, South Carolina: 6-23 months",Child
MAR,,,South Carolina,,65+ years,"2023-24, South Carolina: 65+ years",Adult
MAR,,,South Carolina,,9-12 years,"2023-24, South Carolina: 9-12 years",Child
MAR,,,South Carolina,,Overall,"2023-24, South Carolina: Overall",All
MAR,,,Virginia,,13-17 years,"2023-24, Virginia: 13-17 years",Child
MAR,,,Virginia,,18+ years,"2023-24, Virginia: 18+ years",Adult
MAR,,,Virginia,,18-49 years,"2023-24, Virginia: 18-49 years",Adult
MAR,,,Virginia,,2-4 years,"2023-24, Virginia: 2-4 years",Child
MAR,,,Virginia,,5-8 years,"2023-24, Virginia: 5-8 years",Child
MAR,,,Virginia,,50-64 years,"2023-24, Virginia: 50-64 years",Adult
MAR,,,Virginia,,6 months to 17 years,"2023-24, Virginia: 6 months to 17 years",Child
MAR,,,Virginia,,6-23 months,"2023-24, Virginia: 6-23 months",Child
MAR,,,Virginia,,65+ years,"2023-24, Virginia: 65+ years",Adult
MAR,,,Virginia,,9-12 years,"2023-24, Virginia: 9-12 years",Child
MAR,,,Virginia,,Overall,"2023-24, Virginia: Overall",All
MAR,0,355.5,Republic of Palau,0,6-23 months,"2023-24, Republic of Palau: 6-23 months",Child
MAR,0,684,Republic of Palau,0,2-4 years,"2023-24, Republic of Palau: 2-4 years",Child
MAR,0,928,Republic of Palau,0,5-8 years,"2023-24, Republic of Palau: 5-8 years",Child
MAR,0,1258.5,American Samoa,0,6-23 months,"2023-24, American Samoa: 6-23 months",Child
MAR,1,2608,American Samoa,0.0004,2-4 years,"2023-24, American Samoa: 2-4 years",Child
MAR,1,3278,American Samoa,0.0003,65+ years,"2023-24, American Samoa: 65+ years",Adult
MAR,1,3481,American Samoa,0.0003,5-8 years,"2023-24, American Samoa: 5-8 years",Child
MAR,1,3546,American Samoa,0.0003,9-12 years,"2023-24, American Samoa: 9-12 years",Child
MAR,1,4073,U.S. Virgin Islands ,0.0002,2-4 years,"2023-24, U.S. Virgin Islands : 2-4 years",Child
MAR,1,4748,American Samoa,0.0002,13-17 years,"2023-24, American Samoa: 13-17 years",Child
MAR,1,5553,U.S. Virgin Islands ,0.0002,5-8 years,"2023-24, U.S. Virgin Islands : 5-8 years",Child
MAR,2,1099,Republic of Palau,0.0018,9-12 years,"2023-24, Republic of Palau: 9-12 years",Child
MAR,2,1951,U.S. Virgin Islands ,0.001,6-23 months,"2023-24, U.S. Virgin Islands : 6-23 months",Child
MAR,2,6226,U.S. Virgin Islands ,0.0003,9-12 years,"2023-24, U.S. Virgin Islands : 9-12 years",Child
